MSE,MAE
0.11192170530557632,0.2677472233772278
2.1958463191986084,1.146220326423645
0.12585562467575073,0.28360944986343384
0.09574345499277115,0.24513354897499084
0.12448594719171524,0.2812759578227997
2.1672022342681885,1.1385794878005981
0.1270132213830948,0.28145861625671387
0.11065495759248734,0.26469939947128296
0.11267197132110596,0.2662646770477295
0.12616421282291412,0.2824994921684265
0.10957837849855423,0.2633635103702545
0.11981398612260818,0.27550259232521057
2.1043708324432373,1.1227003335952759
0.11856889724731445,0.27523186802864075
0.11536839604377747,0.26669809222221375
2.0564236640930176,1.1097197532653809
2.1243441104888916,1.128455400466919
0.15065497159957886,0.30394211411476135
0.13528893887996674,0.291221559047699
0.11917751282453537,0.2733980715274811
2.1084139347076416,1.122479796409607
0.10875368863344193,0.26227715611457825
0.10694992542266846,0.25989124178886414
2.2191388607025146,1.1570305824279785
0.12216497957706451,0.27618247270584106
2.2827043533325195,1.1718555688858032
2.083075523376465,1.1173838376998901
0.12317751348018646,0.2769189774990082
0.10624419152736664,0.25862962007522583
0.11352202296257019,0.26766881346702576
0.1298683136701584,0.2827988564968109
0.10736948251724243,0.26084384322166443
0.11784770339727402,0.27258631587028503
0.1443932056427002,0.3051963448524475
2.0720834732055664,1.115376353263855
0.1408214271068573,0.3002285063266754
2.2371647357940674,1.1605440378189087
0.11647278070449829,0.2700851261615753
0.12198852747678757,0.273190438747406
0.12216977775096893,0.2765065133571625
0.11849483847618103,0.2691439688205719
2.127748727798462,1.1304906606674194
0.1096791997551918,0.26376163959503174
0.1243116706609726,0.2803698182106018
0.12023402005434036,0.2773464620113373
2.207336187362671,1.1519769430160522
0.11970395594835281,0.27412647008895874
0.12361003458499908,0.279563844203949
0.11400572210550308,0.2669455409049988
0.10503438860177994,0.25598692893981934
