MSE,MAE
0.11038081347942352,0.2627129554748535
0.12452766299247742,0.2792549431324005
0.11902934312820435,0.2756141722202301
0.13212063908576965,0.289506196975708
0.14147469401359558,0.30174773931503296
0.12801222503185272,0.2885315716266632
0.1394404023885727,0.29448607563972473
0.13360965251922607,0.2911645770072937
0.11793842911720276,0.2723257541656494
0.10998678207397461,0.26509103178977966
0.11897052079439163,0.271449476480484
0.10968110710382462,0.26339027285575867
0.13646112382411957,0.2926254868507385
0.14060482382774353,0.2966349422931671
0.129812091588974,0.28474700450897217
0.12315839529037476,0.27496954798698425
0.11558519303798676,0.2718288004398346
0.12346192449331284,0.2797221839427948
0.11662007123231888,0.2689260244369507
0.1184602901339531,0.2727791666984558
0.1183854267001152,0.2740860879421234
0.11661453545093536,0.2753128409385681
0.11069023609161377,0.26190194487571716
0.10525423288345337,0.2570647597312927
0.13228468596935272,0.28847333788871765
0.11386633664369583,0.260513037443161
0.13541696965694427,0.29290109872817993
0.15522001683712006,0.3140624165534973
0.1280546486377716,0.28444555401802063
0.10869655758142471,0.2641820013523102
0.12759122252464294,0.2829527258872986
0.138295978307724,0.28949636220932007
0.11439602077007294,0.2681821584701538
0.11816293001174927,0.27555397152900696
0.1320199817419052,0.28958722949028015
0.11826241761445999,0.27612197399139404
0.1353357881307602,0.2958046793937683
0.12005045264959335,0.27706652879714966
0.1203218623995781,0.27774524688720703
0.11910168826580048,0.27164995670318604
0.12840870022773743,0.28488215804100037
0.11390995979309082,0.26641908288002014
0.13235126435756683,0.28874456882476807
0.11208470165729523,0.2636775076389313
0.11380316317081451,0.2624322772026062
0.11881501227617264,0.27142640948295593
0.12307116389274597,0.2794935405254364
0.14287185668945312,0.29204094409942627
0.11670578271150589,0.270277202129364
0.12215987592935562,0.27686700224876404
