MSE,MAE
0.1278432011604309,0.2820867896080017
0.1209774762392044,0.2737993597984314
0.1250331848859787,0.27698272466659546
0.12379436939954758,0.28264153003692627
0.12137531489133835,0.2729898691177368
0.12385096400976181,0.2773902118206024
0.11021562665700912,0.26384326815605164
0.13372083008289337,0.2899506688117981
0.11892613768577576,0.2713792324066162
0.11420121788978577,0.26428407430648804
0.1279798001050949,0.2781658172607422
0.12467281520366669,0.27910175919532776
0.1267962008714676,0.2814026474952698
0.12960326671600342,0.2844136953353882
2.2157323360443115,1.1548486948013306
0.10587276518344879,0.2600717842578888
0.12350139021873474,0.28134581446647644
0.12162552773952484,0.2789125442504883
0.12058726698160172,0.2763572931289673
2.249932289123535,1.1638134717941284
0.11755970120429993,0.2729739248752594
0.12920239567756653,0.28203436732292175
0.12114889919757843,0.2713381052017212
0.12648290395736694,0.27994200587272644
0.12743408977985382,0.2803991734981537
0.11681492626667023,0.2728229761123657
1.4945425987243652,0.9716804623603821
0.1241520494222641,0.2836138606071472
2.051518440246582,1.1066185235977173
0.1385805308818817,0.2898789644241333
0.1284085065126419,0.28852900862693787
0.13024064898490906,0.28923946619033813
0.11801428347826004,0.27048367261886597
0.12045678496360779,0.27853813767433167
0.11619400978088379,0.2718922197818756
0.12066636979579926,0.2761306166648865
0.1192605197429657,0.27440333366394043
0.12174024432897568,0.27823469042778015
0.11604584753513336,0.27354884147644043
0.13055874407291412,0.29160571098327637
0.11708303540945053,0.27121180295944214
0.11793280392885208,0.27225247025489807
0.12021065503358841,0.2740514874458313
0.12237226217985153,0.2767086327075958
2.067638397216797,1.112513780593872
0.13596144318580627,0.2932415306568146
2.0888257026672363,1.1192851066589355
2.161005973815918,1.138856053352356
0.12102341651916504,0.27869465947151184
2.1710760593414307,1.1410669088363647
