MSE,MAE
0.21328724920749664,0.3654010593891144
0.24448171257972717,0.3978292942047119
0.21439684927463531,0.36344796419143677
0.23584480583667755,0.38367846608161926
0.2199699431657791,0.37761443853378296
0.26347115635871887,0.4128662645816803
0.2304859161376953,0.3820323050022125
0.20668476819992065,0.35862740874290466
0.24103127419948578,0.37500378489494324
0.2314542531967163,0.37576085329055786
0.2263401597738266,0.37158942222595215
0.20637354254722595,0.3539469540119171
0.26566797494888306,0.41239479184150696
0.24571454524993896,0.39499276876449585
0.23016346991062164,0.37947672605514526
0.23876723647117615,0.3945930004119873
0.23987478017807007,0.38548651337623596
0.24145017564296722,0.3832032382488251
0.22453656792640686,0.38041990995407104
0.2243136465549469,0.3815564513206482
0.20542065799236298,0.35659655928611755
0.22541901469230652,0.3783625662326813
0.2432180941104889,0.3922274112701416
0.237916499376297,0.3818376958370209
0.21414950489997864,0.36600279808044434
0.21293598413467407,0.37542811036109924
0.216538205742836,0.37898197770118713
0.22949647903442383,0.37096264958381653
0.23614145815372467,0.3905102610588074
0.22332794964313507,0.3802032470703125
0.22973884642124176,0.3749799132347107
0.19239908456802368,0.34461313486099243
0.24259953200817108,0.3922554552555084
0.23935425281524658,0.3874380588531494
0.23594452440738678,0.38513386249542236
0.22567644715309143,0.3755418062210083
0.25130215287208557,0.3967192471027374
0.22723037004470825,0.37478959560394287
0.275281697511673,0.41781535744667053
0.21981191635131836,0.37647756934165955
0.22817374765872955,0.37281274795532227
0.2325400412082672,0.37990108132362366
0.2128206491470337,0.3746069669723511
0.21911650896072388,0.3643587827682495
0.2245682179927826,0.3818361759185791
0.24391259253025055,0.3985891044139862
0.20921918749809265,0.36459600925445557
0.22377361357212067,0.36945801973342896
0.22946102917194366,0.3816847801208496
0.2252207100391388,0.38025057315826416
